23:58:26 | Метео-New | Нет данных
16:15:55 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:15:55 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:16:25 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:16:25 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:16:25 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:16:25 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:16:50 | Метео-New | Нет данных
16:16:55 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:16:55 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:16:55 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:16:55 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:17:25 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:17:25 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:17:25 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:17:25 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:17:50 | Метео-New | Нет данных
16:18:00 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:18:00 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:18:00 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:18:00 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:18:30 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:18:30 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:18:30 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:18:30 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:18:50 | Метео-New | Нет данных
16:19:00 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:19:00 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:19:00 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:19:00 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:19:25 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:19:25 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:19:25 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:19:25 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:19:50 | Метео-New | Нет данных
16:19:55 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:19:55 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:19:55 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:19:55 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:21:32 | MAX-FITO | Стартовал
16:21:37 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:21:37 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:21:37 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:21:38 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:21:45 | Микроклимат 501 3 | Авария управления
16:22:07 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:22:07 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:22:07 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:22:07 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:22:07 | Микроклимат 501 3 | Авария управления
16:22:32 | Метео-New | Нет данных
16:22:37 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:22:37 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:22:37 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:22:37 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:22:37 | Микроклимат 501 3 | Авария управления
16:22:40 | MAX-FITO | Закрыт
16:27:44 | MAX-FITO | Стартовал
16:27:50 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:27:50 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:27:50 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:27:50 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:27:50 | Микроклимат 501 3 | Авария управления
16:28:19 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:28:20 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:28:20 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:28:20 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:28:20 | Микроклимат 501 3 | Авария управления
16:28:36 | MAX-FITO | Закрыт
